_key,active,age,birth_city,birth_country,birth_date,birth_state,college,competitions,depth_chart_order,depth_chart_position,espn_id,fantasy_data_id,fantasy_positions,first_name,full_name,gsis_id,hashtag,height,high_school,injury_body_part,injury_notes,injury_start_date,injury_status,kalshi_id,last_name,metadata,metadata.channel_id,metadata.genius_id,metadata.injury_override_off_2021_0,metadata.injury_override_off_2025_0,metadata.injury_override_off_2025_1,metadata.injury_override_off_2026_0,metadata.injury_override_off_2026_1,metadata.injury_override_post_2024_3,metadata.injury_override_pre_2025_0,metadata.injury_override_pre_2026_1,metadata.injury_override_pre_2026_2,metadata.injury_override_regular_2020_1,metadata.injury_override_regular_2020_10,metadata.injury_override_regular_2020_5,metadata.injury_override_regular_2020_8,metadata.injury_override_regular_2021_1,metadata.injury_override_regular_2021_3,metadata.injury_override_regular_2021_4,metadata.injury_override_regular_2022_1,metadata.injury_override_regular_2024_10,metadata.injury_override_regular_2024_11,metadata.injury_override_regular_2024_12,metadata.injury_override_regular_2024_13,metadata.injury_override_regular_2024_14,metadata.injury_override_regular_2024_15,metadata.injury_override_regular_2024_3,metadata.injury_override_regular_2024_4,metadata.injury_override_regular_2024_6,metadata.injury_override_regular_2024_7,metadata.injury_override_regular_2024_9,metadata.injury_override_regular_2025_1,metadata.injury_override_regular_2025_10,metadata.injury_override_regular_2025_11,metadata.injury_override_regular_2025_12,metadata.injury_override_regular_2025_15,metadata.injury_override_regular_2025_16,metadata.injury_override_regular_2025_2,metadata.injury_override_regular_2025_3,metadata.injury_override_regular_2025_4,metadata.injury_override_regular_2025_5,metadata.injury_override_regular_2025_6,metadata.injury_override_regular_2025_7,metadata.injury_override_regular_2025_8,metadata.injury_override_regular_2025_9,metadata.name,metadata.override_active,metadata.rookie_year,metadata.source_id,metadata.years_exp_shift,news_updated,number,oddsjam_id,opta_id,pandascore_id,player_id,player_shard,position,practice_description,practice_participation,rotowire_id,rotoworld_id,search_first_name,search_full_name,search_last_name,search_rank,sport,sportradar_id,stats_id,status,swish_id,team,team_abbr,team_changed_at,weight,yahoo_id,years_exp
1926,false,26,,,1991-10-13,,UCLA,[],,,16874,16161,"[""LB""]",Jordan,Jordan Zumwalt,,#jordanzumwalt-NFL-FA-49,"6'4""",,,,,,,Zumwalt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,,,,1926,3,OLB,,,10655,,jordan,jordanzumwalt,zumwalt,9999999,nfl,82bf36ef-3689-4492-90de-36de8726114e,,Inactive,,,,,235,27720,3
1927,false,23,,,1994-05-01,,Syracuse,[],,,17104,16162,"[""DB""]",Ri'Shard,Ri'Shard Anderson,,#rishardanderson-NFL-FA-26,"5'11""",,,,,,,Anderson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,,,,1927,0,CB,,,,,rishard,rishardanderson,anderson,9999999,nfl,6a2fd98a-3a5b-4de6-8f57-f7088fb413a8,,Inactive,,,,,189,27954,1
1928,false,28,,,1992-08-17,,Western Kentucky,[],,,17105,16163,"[""RB""]",Antonio,Antonio Andrews,,#antonioandrews-NFL-FA-26,"5'10""",Fort Campbell (KY),,,,,,Andrews,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,,,,1928,0,RB,,,9525,9576,antonio,antonioandrews,andrews,9999999,nfl,162195c8-191e-45ff-a769-1e799a13f038,564565,Inactive,,,,,225,27946,6
1929,false,28,,,1992-02-06,,Washington,[],,,17130,16164,"[""K""]",Travis,Travis Coons,00-0031112,#traviscoons-NFL-FA-5,"6'1""",Alta Loma,,,,,,Coons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1513635302857,5,,,,1929,2,K,,,9816,,travis,traviscoons,coons,9999999,nfl,efb15571-8b8c-4894-8c3f-f595cf7ccf87,695176,Inactive,,,,,200,27958,6
193,false,34,,,1985-09-21,,Hampton,[],,,10492,4992,"[""LB""]",Justin,Justin Durant,,#justindurant-NFL-FA-52,"6'1""",Wilson (SC),,,,,,Durant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1514318101289,52,,,,193,2,LB,,,5329,,justin,justindurant,durant,9999999,nfl,ec0aad33-17bb-4689-92ab-847a3f28cd5c,,Inactive,,,,,230,8302,13
1930,false,28,,,1992-04-06,,Wyoming,[],,,16904,16168,"[""DB""]",Marqueston,Marqueston Huff,00-0031059,#marquestonhuff-NFL-FA-20,"5'11""",Liberty-Eylau (TX),,,,,,Huff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1553957742224,20,,,,1930,1,FS,,,9300,,marqueston,marquestonhuff,huff,9999999,nfl,ebb13f2b-f29b-4f05-b88a-a522d1935fa3,592415,Inactive,,,,,196,27650,6
1931,false,29,,,1990-09-26,,Oklahoma,[],,,17179,16169,"[""OL""]",Gabe,Gabe Ikard,,#gabeikard-NFL-FA-60,"6'4""",Bishop McGuinness (OK),,,,,,Ikard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1523571301655,60,,,,1931,4,C,,,9435,,gabe,gabeikard,ikard,9999999,nfl,b2573f3d-0109-4f72-9640-2e0ce8407bd7,,Inactive,,,,,304,27947,6
1932,true,34,,,1991-12-27,,Penn State,[],,,16910,16171,"[""DL""]",DaQuan,DaQuan Jones,00-0031054,#daquanjones-NFL-FA-92,76,Johnson City (NY),,,,,7a706fff-ae5a-4142-a412-5306a904ad21,Jones,,1113708754303479808,796974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014,,,1770145238773,92,7029AEEF5F9A,,,1932,1,DT,,,9393,9656,daquan,daquanjones,jones,9999999,nfl,0d038341-cd66-4651-93c4-e76c6d218135,,Active,560298,,,,320,27640,12
1933,true,31,,,1991-07-22,,Michigan,[],,,16708,16172,"[""OL"",""OT""]",Taylor,Taylor Lewan,00-0031442,#taylorlewan-NFL-FA-77,79,Chaparral (AZ),,,,,,Lewan,,1116852769240645632,,,,,,,,,,,,,Active,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1694359519762,77,,,,1933,6,OT,,,9256,9398,taylor,taylorlewan,lewan,9999999,nfl,1f301468-0e6e-4a38-9c73-919796ebaca8,,Inactive,511484,,,,309,27539,9
1934,true,32,,,1992-05-31,,UCF,[],,,17211,16173,"[""OG"",""OL""]",Justin,Justin McCray,00-0030792,#justinmccray-NFL-FA-67,75,Miami Southridge (FL),,,,,,McCray,,1116852769429389312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014,,,1702743322940,67,43EA59A714CD,,,1934,3,OL,,,10096,,justin,justinmccray,mccray,9999999,nfl,ca2ced2e-dc69-403b-8675-b92b7a0b3a75,,Active,562547,,,,320,27948,10
1935,false,29,,,1991-07-16,,Louisiana State,[],,,16814,16175,"[""QB""]",Zach,Zach Mettenberger,,#zachmettenberger-NFL-FA-18,"6'5""",Oconee County (GA),,,,,,Mettenberger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,,,,1935,1,QB,,,9217,9379,zach,zachmettenberger,mettenberger,9999999,nfl,7e655b10-5853-479c-a6de-927c4323d186,495747,Inactive,,,,,224,27706,6
1936,false,30,,,1991-11-27,,Montana,[],,,17390,16176,"[""OL""]",William,William Poehls,00-0031113,#williampoehls-NFL-FA-75,80,Chandler (AZ),,,,,,Poehls,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,,,,1936,6,OT,,,10097,,william,williampoehls,poehls,9999999,nfl,a2fbe350-af20-459a-b8b5-3c9a0bab06fe,,Inactive,,,,,344,28217,8
1937,false,28,,,1992-09-15,,Washington,[],,,16794,16178,"[""RB""]",Bishop,Bishop Sankey,,#bishopsankey-NFL-FA-43,"5'10""",Gonzaga Prep (WA),,,,,,Sankey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1521258601992,43,,,,1937,9,RB,,,9518,9408,bishop,bishopsankey,sankey,9999999,nfl,925f7be0-e73f-4fc7-b3d8-552224d847a7,608017,Inactive,,,,,209,27582,6
1938,false,24,,,1992-10-22,,Oklahoma State,[],,,17261,16180,"[""WR""]",Josh,Josh Stewart,,#joshstewart-NFL-FA-81,"5'10""",,,,,,,Stewart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81,,,,1938,3,WR,,,,,josh,joshstewart,stewart,9999999,nfl,abae4df3-2246-4259-93a6-59244abcbacb,605297,Inactive,,,,,178,27950,2
1939,true,30,,,1991-06-29,,Texas A&M,[],,,17275,16181,"[""WR""]",Derel,Derel Walker,,#derelwalker-NFL-FA-87,74,Hillsboro (TX),,,,,,Walker,,1116852769622327296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87,,,,1939,1,WR,,,11705,,derel,derelwalker,walker,9999999,nfl,73c5d36b-190f-4026-98b3-5605035ba084,653763,Active,,,,,185,27951,8
194,false,39,,,1978-11-17,,Miami,[],,,2578,5002,"[""WR""]",Reggie,Reggie Wayne,,#reggiewayne-NFL-FA-87,"6'0""",,,,,,,Wayne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87,,,,194,1,WR,,,,1496,reggie,reggiewayne,wayne,9999999,nfl,94fc7e6c-8c37-4713-abef-68154ac41d06,25596,Inactive,,,,,198,5477,14
1940,true,29,,,1992-03-09,,Kentucky,[],,,16920,16182,"[""LB""]",Avery,Avery Williamson,00-0031263,#averywilliamson-NFL-FA-0,73,Milan (TN),,,,,,Williamson,,1116852769823653888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1636497031348,0,,,,1940,5,LB,,,9640,9571,avery,averywilliamson,williamson,9999999,nfl,a36dd143-6b0f-429e-95ba-335559ff4845,557814,Active,557814,,,,246,27679,8
1941,false,26,,,1991-02-26,,Nebraska,[],,,17368,16186,"[""LB""]",Jason,Jason Ankrah,,#jasonankrah-NFL-FA-56,"6'4""",,,,,,,Ankrah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56,,,,1941,5,OLB,,,9911,,jason,jasonankrah,ankrah,9999999,nfl,36b1e890-9060-4878-98da-b94dc40857cb,,Inactive,,,,,265,28187,1
1942,false,27,,,1993-04-23,,Memphis,[],,,16911,16187,"[""DB""]",Lonnie,Lonnie Ballentine,,#lonnieballentine-NFL-FA-39,"6'3""",Southwind (TN),,,,,,Ballentine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,,,,1942,1,FS,,,9791,,lonnie,lonnieballentine,ballentine,9999999,nfl,2304e6f9-9f21-4d7d-aa90-f69a440324ff,550927,Injured Reserve,,,,,215,27784,6
1943,true,,,,,,Oklahoma,[],,,,16188,"[""WR""]",Lacoltan,Lacoltan Bester,,#lacoltanbester-NFL-FA-12,75,,,,,,,Bester,,1202954208689520641,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014,,,,12,,,,1943,7,WR,,,,,lacoltan,lacoltanbester,bester,9999999,nfl,913c6e07-eaa0-4fdf-8dda-4ca259e71389,,Active,,,,,208,,12
1944,false,30,,,1991-04-27,,Louisiana State,[],,,16921,16189,"[""RB""]",Alfred,Alfred Blue,00-0031075,#alfredblue-NFL-FA-23,74,Hahnville (LA),,,,,,Blue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1576621823394,23,,,,1944,4,RB,,,9360,9685,alfred,alfredblue,blue,9999999,nfl,cbf1cdba-d165-45f7-a695-5e0971dd9042,540506,Inactive,,,,,225,27709,8
1945,true,35,,,1991-03-16,,Rice,[],1,K,17372,16191,"[""K""]",Chris,Chris Boswell,00-0031136,#chrisboswell-NFL-PIT-9,74,Fossil Ridge (TX),,,,,bc867317-2f73-4534-a131-d7ae8402ff00,Boswell,,1113708817796853760,839324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014,,,1779171617507,9,BCEE2FFFE33F,,,1945,0,K,,,9646,10118,chris,chrisboswell,boswell,151,nfl,441eb531-1ec8-4f65-9174-78bc6adada63,504436,Active,504436,PIT,,,185,28188,12
1946,false,28,,,1992-02-11,,Michigan State,[],,,17387,16193,"[""LB""]",Max,Max Bullough,,#maxbullough-NFL-FA-53,"6'3""",Saint Francis (MI),,,,,,Bullough,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1523569201749,53,,,,1946,2,LB,,,9390,,max,maxbullough,bullough,9999999,nfl,c6f7cb39-aebc-492c-931e-b165f5ee509b,543656,Inactive,,,,,249,28190,6
1947,true,33,,,1993-02-14,,South Carolina,[],,DL,16734,16194,"[""DL"",""LB""]",Jadeveon,Jadeveon Clowney,00-0031364,#jadeveonclowney-NFL-HOU-90,77,South Pointe (SC),,,,,9a9df8e1-2481-4add-857d-cdc74901771d,Clowney,,1113708880543641601,796942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014,,,1785719758908,90,EA2A7E960ADD,,,1947,7,DE,,,9243,8375,jadeveon,jadeveonclowney,clowney,9999999,nfl,016d31ec-9b32-47e2-801b-9724c0a30f62,,Active,604912,HOU,,,266,27529,12
1948,false,30,,,1991-07-21,,Utah,[],,,17392,16196,"[""TE""]",Anthony,Anthony Denham,00-0031140,#anthonydenham-NFL-FA-49,76,Woodrow Wilson (CA),,,,,,Denham,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1535474409941,49,,,,1948,6,TE,,,9498,,anthony,anthonydenham,denham,9999999,nfl,ba519b86-8211-4b2c-8fc1-c9fd38e6e3c5,591927,Inactive,,,,,222,28192,8
1949,true,31,,,1992-07-07,,Bloomsburg,[],,,17404,16198,"[""OG"",""OL""]",Matt,Matt Feiler,00-0031142,#mattfeiler-NFL-FA-71,78,Lampeter-Strasburg (PA),,,,,,Feiler,,1116852770029174784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014,,,1700099402486,71,B30A57C479EA,,,1949,5,G,,,9677,,matt,mattfeiler,feiler,9999999,nfl,4c751137-cb2f-4399-9e5f-1cec4b59611b,,Active,794050,,,,330,28194,10
195,false,34,,,1983-01-10,,Indiana,[],,,,5013,"[""WR""]",Courtney,Courtney Roby,,#courtneyroby-NFL-FA-15,"6'0""",,,,,,,Roby,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,195,0,WR,,,,,courtney,courtneyroby,roby,9999999,nfl,19f12bbc-91e7-47c5-b9e1-482b46780f6a,,Inactive,,,,,189,,8
1950,true,34,,,1989-06-05,,Iowa,[],,,17361,16199,"[""OL""]",James,James Ferentz,00-0031039,#jamesferentz-NFL-FA-65,74,Iowa City (IA),,,,,,Ferentz,,1116852770234695680,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014,,,1708449002093,65,0D741D936908,,,1950,6,OL,,,10139,,james,jamesferentz,ferentz,9999999,nfl,b57c9d4e-b06b-4281-98d8-1295684c2e55,,Active,464068,,,,290,28195,10
1951,false,28,,,1991-10-22,,Iowa,[],,,16766,16200,"[""TE""]",C.J.,C.J. Fiedorowicz,,#cjfiedorowicz-NFL-FA-87,"6'5""",Johnsburg (IL),,,,,,Fiedorowicz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1521133801329,87,,,,1951,4,TE,,,9269,9613,cj,cjfiedorowicz,fiedorowicz,9999999,nfl,048ff76e-1243-4e80-bfec-7b6dee148132,553670,Inactive,,,,,265,27593,6
1952,false,29,,,1992-05-30,,Vanderbilt,[],,,17467,16203,"[""DB""]",Andre,Andre Hal,00-0031087,#andrehal-NFL-FA-29,70,Port Allen (LA),,,,,,Hal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1554248138033,29,,,,1952,9,FS,,,9676,9628,andre,andrehal,hal,9999999,nfl,513caa63-d30d-4cde-b605-8cf825a4ef27,555644,Inactive,,,,,195,27744,8
1953,false,26,,,1991-01-20,,Texas A&M,[],,,17395,16204,"[""WR""]",Travis,Travis Labhart,,#travislabhart-NFL-FA-19,"5'9""",,,,,,,Labhart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,,,,1953,2,WR,,,,,travis,travislabhart,labhart,9999999,nfl,78960de0-5c9d-44aa-aa5e-35e5047291da,593575,Inactive,,,,,182,28198,1
1954,false,29,,,1991-07-31,,Notre Dame,[],,,16806,16208,"[""DL""]",Louis,Louis Nix,,#louisnix-NFL-FA-97,"6'2""",Jacksonville Raines (FL),,,,,,Nix,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97,,,,1954,4,DT,,,9252,,louis,louisnix,nix,9999999,nfl,3b25039e-8631-4b9f-b4ec-dd185e164480,,Inactive,,,,,331,27611,6
1955,false,28,,,1992-06-10,,Alabama,[],,,16947,16209,"[""DL""]",Jeoffrey,Jeoffrey Pagan,,#jeoffreypagan-NFL-FA-97,"6'3""",Asheville (NC),,,,,,Pagan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97,,,,1955,7,DE,,,9293,,jeoffrey,jeoffreypagan,pagan,9999999,nfl,0d335fca-1766-4696-887d-47a09ef7e497,,Inactive,,,,,310,27705,6
1956,false,28,,,1992-08-21,,Auburn,[],,,16875,16210,"[""RB""]",Jay,Jay Prosch,00-0031085,#jayprosch-NFL-FA-45,"6'1""",UMS-Wright (AL),,,,,,Prosch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1535746264047,45,,,,1956,7,FB,,,9774,,jay,jayprosch,prosch,9999999,nfl,0719b89b-85f5-4be2-a335-596e81d93913,543641,Inactive,,,,,255,27739,6
1957,false,31,,,1990-04-26,,Pittsburgh,[],,,16943,16211,"[""QB""]",Tom,Tom Savage,00-0031064,#tomsavage-NFL-FA-3,76,Cardinal O'Hara (PA),,,,,,Savage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1567290010680,3,,,,1957,5,QB,,,9701,9418,tom,tomsavage,savage,9999999,nfl,ba2e7ff8-ed39-4fd1-85e3-d263a946a212,511883,Inactive,,,,,230,27663,8
1958,true,31,,,1991-01-01,,UCLA,[],,,16801,16212,"[""OG"",""OL""]",Xavier,Xavier Su'a-Filo,00-0031410,#xaviersuafilo-NFL-CIN-72,76,Timpview (UT),,,,,,Su'a-Filo,,1116852770436022272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1642463156718,72,,,,1958,5,G,,,9436,,xavier,xaviersuafilo,suafilo,9999999,nfl,746b7ba2-1ee3-4d42-8cf8-11bf4df581e1,,Active,509194,CIN,,,312,27561,8
1959,false,31,,,1990-05-16,,Tulane,[],,,17428,16213,"[""DL""]",Julius,Julius Warmsley,00-0031225,#juliuswarmsley-NFL-FA-72,74,Saint Michael (LA),,,,,,Warmsley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72,,,,1959,9,DT,,,10443,,julius,juliuswarmsley,warmsley,9999999,nfl,efe0a829-1c7a-4460-b099-089bdb64b819,556700,Inactive,,,,,276,28233,8
196,false,35,,,1985-09-01,,Troy,[],,,11245,5035,"[""DB""]",Leodis,Leodis McKelvin,,#leodismckelvin-NFL-FA-21,"5'10""",Ware County HS (GA),,,,,,McKelvin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,,,,196,3,CB,,,5750,4682,leodis,leodismckelvin,mckelvin,9999999,nfl,d2d25b26-b748-41c5-a94f-6e25d5d0f9eb,,Inactive,,,,,185,8788,12
1960,false,30,,,1991-03-24,,North Dakota State,[],,,2508192,16214,"[""DB""]",Marcus,Marcus Williams, 00-0031151,#marcuswilliams-NFL-FA-31,71,Hopkins (MN),,,,,,Williams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1547849159614,31,,,,1960,5,CB,,,10001,,marcus,marcuswilliams,williams,9999999,nfl,02eb6a66-8d0d-42a4-a2c9-10e028908910,559857,Inactive,,,,,196,28204,8
1961,true,31,,,1990-06-16,,South Dakota State,[],,,17377,16215,"[""OL""]",Bryan,Bryan Witzmann,00-0031152,#bryanwitzmann-NFL-FA-0,79,Somerset (WI),,,,,,Witzmann,,1116852770633154560,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1573597258959,0,,,,1961,9,G,,,9964,,bryan,bryanwitzmann,witzmann,9999999,nfl,61536454-3173-4ff2-b76f-f0bdf9e59fb8,,Active,520904,,,,320,28205,8
1962,false,28,,,1990-01-10,,Central Florida,[],,,,16217,"[""OL""]",Chris,Chris Martin,,#chrismartin-NFL-FA-62,"6'5""",,,,,,,Martin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62,,,,1962,3,OT,,,10100,,chris,chrismartin,martin,9999999,nfl,7479200b-8d5f-47f0-a53f-82a53e5c8e9f,,Inactive,,,,,305,28200,1
1963,true,32,,,1991-08-25,,Florida,[],,,17066,16221,"[""OL""]",Jonotthan,Jonotthan Harrison,00-0030649,#jonotthanharrison-NFL-FA-60,76,South Lake (FL),,,,,,Harrison,,1113708738507730944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014,,,1655408455885,60,77C4F7975881,,,1963,7,OL,,,9664,,jonotthan,jonotthanharrison,harrison,9999999,nfl,90609ea7-4f12-4526-a274-455835ccce27,,Active,495476,,,,308,27902,10
1964,false,29,,,1992-05-20,,Georgia State,[],,,16894,16225,"[""OL""]",Ulrick,Ulrick John,00-0031028,#ulrickjohn-NFL-FA-65,77,Bradwell Institute (GA),,,,,,John,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1571281856836,65,,,,1964,8,T,,,9783,,ulrick,ulrickjohn,john,9999999,nfl,433a368a-b67c-4c84-ac59-5addd32bb36a,,Inactive,,,,,307,27760,8
1965,true,31,,,1990-08-29,,Delaware,[],,,17071,16226,"[""DL""]",Zach,Zach Kerr,00-0031105,#zachkerr-NFL-FA-69,74,Quince Orchard (MD),,,,,,Kerr,,1116852770830286848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1642608614361,69,,,,1965,3,DE,,,9637,,zach,zachkerr,kerr,9999999,nfl,5165ce25-382b-4809-83b7-8c66d93c2aef,495347,Active,495347,,,,335,27905,8
1966,false,25,,,1991-12-09,,Illinois,[],,,17195,16227,"[""WR""]",Ryan,Ryan Lankford,,#ryanlankford-NFL-FA-85,"6'0""",,,,,,,Lankford,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85,,,,1966,3,WR,,,,,ryan,ryanlankford,lankford,9999999,nfl,2a8fe747-62c1-4a1b-bcb8-7cb5f234faa5,543637,Inactive,,,,,175,28104,1
1967,false,26,,,1990-12-05,,Northern Colorado,[],,,17074,16228,"[""QB""]",Seth,Seth Lobato,,#sethlobato-NFL-FA-4,"6'4""",,,,,,,Lobato,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,1967,7,QB,,,,,seth,sethlobato,lobato,9999999,nfl,60715039-37cb-498d-97de-3828467eea5c,500573,Inactive,,,,,230,27906,1
1968,true,33,,,1992-03-05,,Syracuse,[],,,17076,16229,"[""DB""]",Keon,Keon Lyn,,#keonlyn-NFL-FA-42,73,Miramar (FL),,,,,,Lyn,,1202954209104756736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014,,,,42,,,,1968,7,CB,,,,,keon,keonlyn,lyn,9999999,nfl,d3040fee-a9ea-4478-800d-31a5a5e1a5f5,,Active,,,,,201,27907,11
1969,false,30,,,1990-06-10,,"California, Pa.",[],,,17078,16230,"[""DB"",""LB""]",Dewey,Dewey McDonald,,#deweymcdonald-NFL-FA-41,"6'0""",Jefferson (WV),,,,,,McDonald,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,,,,1969,6,LB,,,9993,,dewey,deweymcdonald,mcdonald,9999999,nfl,6c6b0866-af70-4c66-90db-d6637268e22a,694750,Inactive,,,,,229,27908,6
197,false,35,,,1985-09-16,,"Wheaton, Ill.",[],,,11437,5044,"[""LB""]",Andy,Andy Studebaker,,#andystudebaker-NFL-FA-59,"6'3""",,,,,,,Studebaker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59,,,,197,0,LB,,,6363,,andy,andystudebaker,studebaker,9999999,nfl,60c694b9-8dac-4b0e-ad9d-7385e70d87b2,,Inactive,,,,,255,8980,12
1970,false,30,,,1990-08-30,,Ohio State,[],,,16745,16231,"[""OL""]",Jack,Jack Mewhort,,#jackmewhort-NFL-FA-75,"6'6""",Saint John's Jesuit (OH),,,,,,Mewhort,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1533161402357,75,,,,1970,9,G,,,9420,9639,jack,jackmewhort,mewhort,9999999,nfl,0fa7b955-04fe-4d85-b9f1-6ce4db29c9e8,,Inactive,,,,,305,27587,6
1971,true,28,,,1993-08-06,,Mississippi,[],,,16791,16232,"[""WR""]",Donte,Donte Moncrief,00-0031339,#dontemoncrief-NFL-FA-12,74,Raleigh (MS),,,,,,Moncrief,,1116852771014836224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1627441801461,12,,,,1971,6,WR,,,9276,9427,donte,dontemoncrief,moncrief,333,nfl,f404283a-7c04-4a1c-899c-3243424a8d70,607351,Active,,,,,216,27618,8
1972,false,29,,,1989-02-23,,St. Francis Xavier (CAN),[],,,16689,16233,"[""LB""]",Henoc,Henoc Muamba,,#henocmuamba-NFL-FA-49,"6'0""",,,,,,,Muamba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,,,,1972,8,ILB,,,9553,,henoc,henocmuamba,muamba,9999999,nfl,47d2b988-319f-4b38-bfb6-7dabf95f68e3,,Inactive,,,,,230,27515,2
1973,false,29,,,1991-01-22,,Ball State,[],,,16867,16234,"[""LB""]",Jonathan,Jonathan Newsome,,#jonathannewsome-NFL-FA-91,"6'3""",Glenville (OH),,,,,,Newsome,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91,,,,1973,5,LB,,,9605,,jonathan,jonathannewsome,newsome,9999999,nfl,0bedbbbe-83b5-4d3e-ab68-717702b0c6b4,,Inactive,,,,,247,27694,6
