_key,full_name,team,position,status,injury_status,age,years_exp,number,college,espn_id,gsis_id,sportradar_id
6034,Donnie Lewis,DEN,CB,Inactive,,26,3,39,Tulane,3126245, 00-0034998,750877e5-ccdd-4072-9e1c-8d957e45b561
6037,Brett Rypien,HOU,QB,Active,,30,7,16,Boise State,3722362, 00-0034955,9ab44516-2a26-4049-b630-66539c7a5dfd
6039,Ty Johnson,BUF,RB,Active,Questionable,28,7,26,Maryland,3915411, 00-0035537,96e6687b-2b89-4dd9-98df-6e7507cd82cf
6056,Dre Greenlaw,SF,LB,Active,,29,7,57,Arkansas,3916903, 00-0034982,e6eb9d50-9231-44ff-89eb-7f7b996e042f
6060,Sean Murphy-Bunting,ARI,CB,Active,,29,7,23,Central Michigan,3932886, 00-0035239,f84bf885-d6ff-4fc8-8b6e-64bb3bceb17d
6065,Cody Barton,TEN,LB,Active,,29,7,50,Utah,3926229, 00-0035672,577dfac0-3f0b-45ee-afff-c851c6aebb1e
6083,Matt Gay,LV,K,Active,,32,7,14,Utah,4249087, 00-0035269,2b90e091-ef78-4753-93eb-0acf3632c206
6084,Hjalte Froholdt,ARI,G,Active,,30,7,72,Arkansas,3886633, 00-0035258,04ca77dd-b55f-439e-a593-37dfc8ea8320
6093,Jake Bailey,ATL,P,Active,,29,7,16,Stanford,3931395, 00-0035280,af1335c6-c262-4488-9352-86ba80754583
6094,Sam Mustipher,JAX,OL,Active,,30,7,69,Notre Dame,3129307, 00-0035062,20e8addc-8e4f-4c4e-937d-3788de9c1e6f
6105,Joe Giles-Harris,CIN,LB,Active,,29,7,43,Duke,3917797, 00-0035363,62976179-ae2c-495f-9e94-cb3e49933243
6109,Alec Ingold,LAC,FB,Active,,30,7,30,Wisconsin,3917668, 00-0035125,7ade135c-0760-4548-b7d9-cf1174e2be33
6111,Jake Browning,TB,QB,Active,,30,7,5,Washington,3886812, 00-0035100,f2f29019-7306-4b1c-a9d8-e9f802cb06e0
6118,Quinnen Williams,DAL,DT,Active,,28,7,92,Alabama,4040982, 00-0035718,b8e0fa49-1122-4e97-9fe2-d90f6b7cb444
6119,Devin White,DET,LB,Active,,28,7,45,LSU,4035434, 00-0035707,37849d01-7d7e-4a35-8840-e17cacd73d85
6121,Jawaan Taylor,ATL,OL,Active,,28,7,71,Florida,4034961, 00-0035237,8f07843a-6f68-409e-8cdf-1207f521b12a
6124,Montez Sweat,CHI,DE,Active,,29,7,98,Mississippi State,3134690, 00-0035647,e3601423-c3ac-4013-bbe9-3478e2b7e1dd
6125,Jeffery Simmons,TEN,DT,Active,,29,7,98,Mississippi State,4035369, 00-0035643,dcbe3642-aa52-43e6-8f4c-4b9809377c4d
6128,Rock Ya-Sin,DET,CB,Active,,30,7,23,Temple,3910229, 00-0035637,bbeb74ae-87d4-417d-ba57-670391baf8ca
6129,Jerry Tillery,IND,DT,Active,,29,7,94,Notre Dame,3863182, 00-0035674,9da6119d-b135-4b90-9f9d-7d08ab00b15d
6130,Devin Singletary,NYG,RB,Active,,28,7,26,Florida Atlantic,4040761, 00-0035250,a961b0d4-5d7c-438e-90f0-2e1fa09f6c89
6131,Mack Wilson,ARI,LB,Active,,28,7,1,Alabama,4040983, 00-0035144,0790a8d6-5316-4204-91a6-8508ca48973b
6136,Jarrett Stidham,DEN,QB,Active,,30,7,8,Auburn,3892775, 00-0035264,582fe465-135a-4901-beef-60aebce99067
6141,Drue Tranquill,KC,LB,Active,Questionable,31,7,23,Notre Dame,3129310, 00-0035262,d468dfe5-8ad2-4c8b-b7ba-0962316a2156
6144,Trayveon Williams,DET,RB,Active,,28,7,38,Texas A&M,4035222, 00-0035291,478fcd24-2617-41d5-a900-b272aa6ef515
6147,Clayton Thorson,NYG,QB,Active,,26,3,0,Northwestern,3116144, 00-0035283,3cbf12f3-11df-4ced-a321-4877b129420c
6149,Darius Slayton,NYG,WR,Active,,29,7,18,Auburn,3916945, 00-0035535,82ed30a5-54a8-4ed0-b040-99c3a78fb055
6150,Max Scharping,WAS,OL,Active,,30,7,64,Northern Illinois,3126035, 00-0035245,bb5156b6-adca-425c-b336-54507cdd0cf8
6154,David Sills,TB,WR,Active,,30,7,80,West Virginia,3871102, 00-0035359,97f6c20c-1110-4551-82c1-41d3247397a2
6158,Oli Udoh,ARI,G,Active,,29,7,68,Elon,3120502, 00-0034994,8afd3fea-20d7-4a2d-9ce4-e610f7961e3e
6167,Jordan Scarlett,MIA,RB,Inactive,,26,3,22,Florida,3915115, 00-0035275,38abfa4e-ad62-4392-89a0-ac2a012efd87
6173,Mitch Wishnowsky,BUF,P,Active,,34,7,19,Utah,4035685, 00-0034941,e8e8a5fe-00d1-4ffc-9401-9e5cb254afea
6175,Kerrith Whyte,GB,RB,Active,,25,3,34,Florida Atlantic,3919104, 00-0035596,0a040f48-4fa1-479d-ae9d-3ab1457539ee
6177,Khalen Saunders,TEN,DT,Active,,30,7,59,Western Illinois,3121634, 00-0035656,757c55e1-2f3a-41d2-a211-16bf577a1586
6179,Jahlani Tavai,JAX,LB,Active,,29,7,32,Hawai'i,3124587, 00-0035240,dfb05fbc-7329-4893-8dc1-3d30033e49d0
6183,Andrew Van Ginkel,MIN,LB,Active,,31,7,43,Wisconsin,3133487, 00-0035272,7b47d190-168b-44bc-bb91-a688fe28f768
6185,Easton Stick,IND,QB,Active,,30,7,4,North Dakota State,3120590, 00-0035282,af291d43-a51f-44ce-b8ac-430ec68c78c8
6197,Durval Queiroz Neto,MIA,G,Active,,29,3,69,,4421391, 00-0035727,890deaca-e542-4565-95f7-b0bacc9c46ba
6213,Trey Pipkins,LAC,T,Active,,29,7,79,Sioux Falls,4411189, 00-0035688,42931961-6deb-4e33-bbe9-bf8f77d29da0
6214,Quincy Williams,CLE,LB,Active,,29,7,5,Murray State,3110565, 00-0035680,8227621d-ad2e-4dea-aef5-64d4f154adb2
6216,Ugo Amadi,NYG,DB,Active,,29,7,29,Oregon,3886834, 00-0035142,9448aee3-538c-4ff3-8781-bc848b086bfc
6217,Blake Cashman,MIN,LB,Active,,30,7,51,Minnesota,3728281, 00-0035276,17dfbad4-f4fc-4a65-a085-6cdcefe36879
6218,E.J. Speed,HOU,LB,Active,PUP,31,7,45,Tarleton State,3071353, 00-0034987,e653effc-2bdc-4bfe-bf3d-272e783ae4c4
6220,Cole Holcomb,PIT,LB,Active,,30,7,55,North Carolina,3116689, 00-0035286,c727b9d9-9776-415d-953c-9ae046e10a05
6221,Justin Skule,TB,OT,Active,,29,7,77,Vanderbilt,3915777, 00-0034989,eb995f08-f023-4338-bc36-5def4a83f59e
6223,Juwann Winfree,HOU,WR,Active,,29,7,11,Colorado,3128317, 00-0035593,fa7bdbe5-23b9-4cba-9015-98c5e2d09c9e
6271,Olamide Zaccheaus,ATL,WR,Active,,29,7,14,Virginia,3917914, 00-0035208,d8281390-f081-41e5-b55e-75779536fe94
6273,P.J. Johnson,LV,DT,Active,,25,3,54,Arizona,3910660, 00-0035540,344f10b9-b272-4f2f-8d1e-468f38f59f5e
6283,Corey Ballentine,JAX,CB,Active,,30,7,38,Washburn,4411769, 00-0035633,e3a4104a-ceba-4df2-b265-70843ecf1fb0
6284,Marcus Epps,PHI,DB,Active,,30,7,29,Wyoming,3139368, 00-0034993,4dcf9e8a-fc5c-43a2-9b83-4ca295490a9b
6290,Scotty Miller,CHI,WR,Active,,29,7,35,Bowling Green,3914397, 00-0035298,85e18d5f-8a3f-4b6c-88fe-dfdaaed5554e
6292,Nick Allegretti,WAS,G,Active,Questionable,30,7,67,Illinois,3115922, 00-0035149,806f81d1-6d4b-465c-8a16-b1a767c30fb0
6296,Quinton Bell,SF,LB,Active,,30,7,58,Prairie View A&M,3933407, 00-0035000,c8d98dc8-ca11-40bc-bd72-7e2f4bd2ba3b
6301,Nick Scott,CAR,DB,Active,,31,7,21,Penn State,3116179, 00-0035669,4d383922-53ab-48f8-bb8a-29176ea3ffbc
6302,Kaden Elliss,NO,LB,Active,,31,7,55,Idaho,3124890, 00-0035316,7c51883f-8ea7-4f54-8c03-a562b4524858
6306,Patrick Mekari,JAX,OL,Active,Questionable,29,7,65,California,3863820, 00-0035112,d027528c-6fb1-41bb-9ede-4f45ec731fdd
6314,Cam Lewis,CHI,CB,Active,,29,7,21,Buffalo,3916577, 00-0035357,d5dee97b-aa96-4fa6-868f-b6dc1f66245c
6315,Tyrel Dodson,MIA,LB,Active,,28,7,25,Texas A&M,4035232, 00-0035352,1881d1a7-218b-4690-9065-497946d1ec1e
6323,Andrew Beck,NYJ,RB,Active,,30,7,47,Texas,3125107, 00-0034959,b556a98d-16aa-4a0d-9134-1b59c46cc640
6333,Keisean Nixon,GB,CB,Active,,29,7,25,South Carolina,4259493, 00-0035133,e94ac14d-0122-4dc8-ad20-b71226cb8cfe
6348,Del'Shawn Phillips,LAC,LB,Active,,29,7,53,Illinois,4240528, 00-0035202,a3d59d11-8d6a-4cfa-9c5d-3387d20de7f9
6353,Troy Reeder,DET,LB,Active,,31,7,51,Delaware,3116177, 00-0035617,d0412c6f-ac97-420c-a9e2-1ca587c480b2
6386,Alex Bachman,LAR,WR,Active,,30,7,5,Wake Forest,3919510, 00-0035602,427038d8-ff50-4d6e-a088-4fdb8bc2f0e3
6400,Ryan Bee,ARI,DE,Active,,26,3,96,Marshall,3139448, 00-0034939,fe9c0458-1a1a-4e88-b974-2de7426fa520
6405,Ken Webster,NYJ,CB,Inactive,,25,3,4,Ole Miss,3128743, 00-0035318,b4f07920-56e3-4e9d-b787-014b2f940b0e
6416,Andrew Wingard,ARI,DB,Active,,29,7,27,Wyoming,3918331, 00-0035378,65e778fa-4639-4973-bb82-c76efa2ff309
6417,William Sweet,LV,OL,Active,,24,3,74,North Carolina,3895830, 00-0035492,9240e2e7-b6dc-4498-9abd-eb79a1df5462
6419,P.J. Locke,DAL,DB,Active,,29,7,1,Texas,3929850, 00-0035227,155980c2-e289-48c4-a047-09c08d0ce7ae
6427,Ashton Dulin,IND,WR,Active,,29,7,16,Malone (OH),4061956, 00-0035021,f374262b-d642-4d05-9584-5955548ee4d1
6451,Stephen Carlson,CHI,TE,Active,,29,7,88,Princeton,3948283, 00-0035039,013477a2-0271-4441-a0af-9bc25924a2f6
6453,D.J. Montgomery,IND,WR,Active,,29,7,2,Austin Peay,4249030, 00-0035045,021f2c32-0876-4db3-9605-e829f7d449d7
6461,Matt Orzech,GB,LS,Active,PUP,31,7,42,Azusa Pacific,4422336, 00-0035118,56b26b71-8f1e-416c-a7e5-62cd67c98f4b
6465,Thomas Ives,CHI,WR,Inactive,,25,3,0,Colgate,3909300, 00-0035074,422f272f-ca71-4fd2-a37a-d1e323c2728b
6476,D'Angelo Ross,CLE,DB,Active,,29,7,20,New Mexico,3139389, 00-0034966,3f0926f7-103e-44d5-85f0-e53ec48fe452
6485,Azeez Al-Shaair,HOU,LB,Active,,29,7,0,Florida Atlantic,3919117, 00-0035166,e9348fc5-273d-4ac3-9760-462f37c025dc
650,Nick Folk,ATL,K,Active,,41,19,6,Arizona,10621,00-0025565,b37c621e-1125-4c35-bea0-fcabb1527060
6523,Jack Fox,DET,P,Active,,29,7,3,Rice,3916370, 00-0035156,7141ec7a-4f3d-44a4-979e-6644ab9e8f7b
6528,Joey Slye,TEN,K,Active,,30,7,6,Virginia Tech,3124084, 00-0035192,ef4998e0-c9ef-4afe-88ab-d09b48975a08
6529,Chris Myarick,LV,TE,Active,,30,7,41,Temple,3138744, 00-0035345,002adaa8-5dc2-4b4b-95bc-53a38dce3849
6540,DeAndre Thompkins,GB,WR,Inactive,,26,3,6,Penn State,3116182, 00-0035385,8b66001c-c41f-406a-9583-d8b6848ea6d2
6555,AJ Cole,LV,P,Active,,30,7,6,North Carolina State,3686689, 00-0035190,36f93677-a95b-4362-ac5f-6722f5c05b6d
6565,Cody Conway,DEN,OL,Active,,25,3,60,Syracuse,3916465, 00-0035515,c03a2bf7-49d3-48fc-9062-0a2937a17647
6566,Blake Hance,LAR,OG,Active,,30,7,72,Northwestern,3116135, 00-0035355,e3a0e17e-fb75-4284-b89c-ddbc758f3d20
6588,Tom Kennedy,DET,WR,Active,,30,7,85,Bryant,3126997, 00-0035544,dc51b38c-dc82-44ee-a88b-764d681ce58a
6594,Nick Moore,BAL,LS,Active,,33,7,46,Georgia,3915184, 00-0035408,32ad0298-bbc6-4b66-bd4d-e87a169ad27a
6598,Trenton Irwin,SF,WR,Active,,30,7,82,Stanford,3931391, 00-0035341,ee79ad2e-353a-40cd-9344-c9d84f7e4b63
6610,Demetrius Flannigan-Fowles,BUF,LB,Inactive,IR,29,7,50,Arizona,3931424, 00-0035020,c5175598-1392-4eaa-ae62-d99811a0c477
6612,Luke Gifford,SF,LB,Active,Questionable,30,7,51,Nebraska,3116097, 00-0035413,bc8260d5-231f-4337-9979-7c1c40bc6cd0
6627,Shy Tuttle,WAS,DT,Active,,30,7,79,Tennessee,3886601, 00-0035409,c8fb3887-c2bb-4038-af6f-f9b81aeee0ac
6650,Chase McLaughlin,TB,K,Active,,30,7,4,Illinois,3150744, 00-0035358,12d28404-63e1-432f-adde-c93631a5c39c
6656,Connor Strachan,HOU,LB,Active,,26,3,53,Boston College,3122794, 00-0035373,37aa17f7-890f-40ad-ad48-57d70f2708a9
6657,Freedom Akinmoladun,NYJ,DE,Active,,25,3,61,Nebraska,3116082, 00-0035600,594c3651-1a2f-453e-a39d-2c84a377f2b5
6659,Craig Reynolds,WAS,RB,Active,,30,7,24,Kutztown,4421446, 00-0035567,0deb1dc9-0945-470d-8352-220d26d03d7d
6682,Kareem Orr,LAR,DB,Active,,25,3,35,Chattanooga,3675805, 00-0035573,aee4f924-aaf5-4351-b503-9fce1ade59c5
6694,D'Ernest Johnson,TEN,RB,Active,,30,7,21,South Florida,3139602, 00-0035628,f46e812f-14c6-4af8-9316-01a880adebc5
6699,Gunner Olszewski,NYG,WR,Inactive,IR,29,7,80,Bemidji State,4424106, 00-0035645,625a1777-dd9a-48c6-b512-c450b0914450
6711,Jalen Thompson,DAL,DB,Active,,28,7,34,Washington State,4043089, 00-0035705,56992f39-70e7-4b6a-86da-0a4776504e7a
6714,Mazzi Wilkins,BAL,DB,Active,,26,3,39,South Florida,3139613, 00-0035714,cd6cfc03-9ffc-4a2d-8dd3-7dac5915e637
6724,C.J. Moore,DET,DB,Active,,28,5,38,Ole Miss,,,ab47d1ab-af14-4054-ace2-0cd2fc1def85
6740,Brett Toth,SF,OL,Active,Questionable,29,7,78,Army,3129116, 00-0035743,d0b809ac-b82a-4b66-98b1-9fcf613ace6c
6752,Derrick Kelly II,NO,,Active,,24,0,0,Florida State,,,
6768,Tua Tagovailoa,ATL,QB,Active,,28,6,1,Alabama,4241479,,26ad9c27-de38-495e-913c-6fb2428e76d3
6770,Joe Burrow,CIN,QB,Active,,29,6,9,LSU,3915511,,3023ac10-4e7f-425f-9fc5-2b8e6332c92e
6781,Isaiah Simmons,CAR,DB,Active,,28,6,27,Clemson,4035462,,b87d80b7-f129-4f3d-938a-1272f8122589
6782,Chase Young,NO,DE,Active,,27,6,99,Ohio State,4241986,,9947409c-4a34-45f5-99a1-aa6daa13c430
6783,Jerry Jeudy,CLE,WR,Active,,27,6,3,Alabama,4241463,,eaaa4a61-c2a7-4926-8e9b-3ec71be2f991
6784,Derrick Brown,CAR,DT,Active,Questionable,28,6,95,Auburn,4035495,,9c8292c7-b406-4a31-a781-7c72aac6b053
6786,CeeDee Lamb,DAL,WR,Active,,27,6,88,Oklahoma,4241389,,a72ea15b-5199-4101-a300-846e1c655add
6787,Jedrick Wills,CHI,OT,Active,,27,6,71,Alabama,4241482,,543deccb-0e8d-42ac-b213-dfd458fc0602
6788,Xavier McKinney,GB,DB,Active,,28,6,29,Alabama,4241470,,dbeff2ee-8d26-48f3-b345-3cd88c374c87
6790,D'Andre Swift,CHI,RB,Active,,27,6,4,Georgia,4259545,,cc4b5f58-a11c-4450-a1df-617ad88336e4
6791,C.J. Henderson,ATL,CB,Active,,27,6,26,Florida,4240596,,afbc5ac8-8e3f-4cb6-a96d-3b28b039bde9
6792,Javon Kinlaw,WAS,DT,Active,,28,6,99,South Carolina,4259491,,1a8eff7a-1057-47c9-aa82-3dbf3f47a76c
6793,Tristan Wirfs,TB,T,Active,,27,6,78,Iowa,4240589,,e39240b4-cac5-453f-b99f-6bbbdd1c9c82
6794,Justin Jefferson,MIN,WR,Active,,27,6,18,LSU,4262921,,4131d4ee-0318-4bb5-832a-4dec80668a4f
6797,Justin Herbert,LAC,QB,Active,,28,6,10,Oregon,4038941,,f0a8f8e3-b9e9-46ed-85e4-eec6452a8a44
6798,Jalen Reagor,MIA,WR,Active,,27,6,17,TCU,4241802,,06ff7f42-5fe7-4899-84a5-9ba5349d17e8
6799,Grant Delpit,CLE,DB,Active,,27,6,9,LSU,4242208,,1bbe7ce0-3707-4d4d-b8f6-7577008f1763
6800,K'Lavon Chaisson,WAS,LB,Active,Questionable,27,6,45,LSU,4242205,,74439c42-a6db-4a9a-be25-559f3e03ef59
6801,Tee Higgins,CIN,WR,Active,,27,6,5,Clemson,4239993,,7963b029-5de4-4541-b00a-44eefe4349af
6802,A.J. Epenesa,PHI,DE,Active,,27,6,57,Iowa,4240585,,3fa3a270-f8b2-4d53-a265-84bc928af5c5
6803,Brandon Aiyuk,SF,WR,Active,DNR,28,6,11,Arizona State,4360438,,c90471cc-fa60-4416-9388-5aebb5d877eb
6804,Jordan Love,GB,QB,Active,,27,6,10,Utah State,4036378,,e5094779-e94f-4052-8597-bdbee3719f6b
6806,J.K. Dobbins,DEN,RB,Active,,27,6,27,Ohio State,4241985,,a57b9914-4315-4295-98b4-9b348c52d6a1
6807,Patrick Queen,PIT,LB,Active,,27,6,6,LSU,4242207,,bc4c0c7d-a6f4-4cff-95ec-a4d0523c2232
6808,Josh Jones,SEA,OL,Active,,29,6,74,Houston,3914630,,476d6de7-0d10-4f9c-96c9-2bd289052dce
6809,Trevon Diggs,SEA,CB,Active,,27,6,16,Alabama,4040966,,02753dc9-52ac-4ed1-8086-7894d35a3bd1
6810,Andrew Thomas,NYG,T,Active,,27,6,78,Georgia,4259566,,b493daf9-e550-497c-b382-4ffda2e47260
6813,Jonathan Taylor,IND,RB,Active,,27,6,28,Wisconsin,4242335,,925195a4-06ba-4e37-ae7d-a3d6a5419139
6815,Zack Baun,PHI,LB,Active,,29,6,53,Wisconsin,3917657,,719a7e8e-8286-453e-8aee-d2487c45e53f
6816,Cesar Ruiz,NO,OL,Active,,27,6,51,Michigan,4258199,,e05e1927-1dd4-44a9-9b70-f552e6939a97
6817,Noah Igbinoghene,SEA,CB,Active,,26,6,17,Auburn,4242516,,b4b346b6-6175-407c-a6cd-103368a1609f
6818,Nnamdi Madubuike,BAL,DT,Active,,28,6,92,Texas A&M,4035245,,904f702b-e8b1-4fef-a4a0-278d18cc15e3
6819,Michael Pittman,PIT,WR,Active,Questionable,28,6,11,USC,4035687,,1aefd5e2-1f85-471a-91a5-4aad4cf6fe6d
6821,Austin Jackson,MIA,T,Active,,27,6,73,USC,4271632,,412be3f1-210a-44b9-828c-d35cc6a1119c
6825,Neville Gallimore,CHI,DT,Active,,29,6,90,Oklahoma,3892883,,fda10175-38e3-4678-a94c-ccd6008d40ec
6826,Cole Kmet,CHI,TE,Active,,27,6,85,Notre Dame,4258595,,036feeb6-9a22-43c5-a8e3-7ac611d8ff49
6828,AJ Dillon,CAR,RB,Active,,28,6,28,Boston College,4239934,,e10bfeb8-ea01-47bc-bfa8-45f6dcbf71b3
6829,Kristian Fulton,KC,CB,Active,,27,6,8,LSU,4035433,,c87aaf5b-e1e9-4d18-b0f1-f328b646031d
6833,Bryce Hall,HOU,CB,Active,,28,6,34,Virginia,,,e81fcb68-e579-455f-9278-1bc28d5d332b
6835,Tyler Biadasz,LAC,C,Active,Out,28,6,63,Wisconsin,4035788,,f5b61bef-6214-4d70-9a34-d58da29ce2d5
6836,A.J. Terrell,ATL,CB,Active,,27,6,24,Clemson,4239995,,1eae2610-be1d-4f53-82a2-28cf4a2db352
6838,Marlon Davidson,NYG,DE,Active,,28,6,67,Auburn,4035494,,73afc75b-68f0-4cb0-823d-5bfe33969766
6839,Jaylon Johnson,CHI,DB,Active,,27,6,1,Utah,4243253,,99b81b41-fb3b-4650-940b-9cb3770021ba
6841,Jordan Elliott,TEN,DT,Active,,28,6,95,Missouri,4039052,,445efcfc-1646-4823-89f7-8b6005266d13
6843,Albert Okwuegbunam,LV,TE,Active,,28,6,85,Missouri,4035115,,617aee8a-70be-4bdf-9a71-2e2b74e647e6
6847,Devin Duvernay,ARI,WR,Active,,28,6,81,Texas,4039050,,d93dbc83-e604-4823-a24e-d162cbd8d4d9
6848,Anfernee Jennings,NO,LB,Active,,28,6,54,Alabama,3925350,,56692800-dd44-4b82-a988-398314845fd9
6849,Denzel Mims,DAL,WR,Active,,28,6,84,Baylor,4035403,,adfc13b3-1eb6-49f3-9ba6-d4d87fd13685
6851,Julian Okwara,CLE,LB,Active,,28,6,99,Notre Dame,4046690,,e91734d9-8e7d-4e55-9027-e7c338cc809a
6853,Van Jefferson,WAS,WR,Active,,30,6,12,Florida,3930066,,8e1285f7-6e4c-41e4-aac9-92e09f9f32b2
6855,Ashtyn Davis,SF,DB,Active,,29,6,29,California,3858271,,7d491979-7d1b-4b55-9f3a-f68db22d8bb1
6858,James Lynch,CHI,DT,Active,,27,6,97,Baylor,4259181,,ce8b21f7-6f93-40e6-8068-0432e10d855f
6860,Akeem Davis-Gaither,IND,LB,Active,,28,6,51,Appalachian State,3917142,,d152b2d5-402d-47f4-a6d1-7870e5a32df5
6864,Khalid Kareem,NYG,DE,Active,,28,6,54,Notre Dame,4039029,,3f4fe254-f18f-4b56-83e0-c37cfc72c7f7
6865,Colby Parkinson,LAR,TE,Active,,27,6,84,Stanford,4242557,,1ea7affb-e5e7-491a-aaa3-55e200b2eb48
6866,KJ Hill,LAC,WR,Active,,24,2,84,Ohio State,3915522,,a42da2a1-42c0-4d45-85f0-ab5c9af37e6f
6867,Malik Harrison,PIT,LB,Active,,28,6,39,Ohio State,4040615,,32575119-3aca-47cb-aaaf-162c48b7d372
6868,DJ Wonnum,DET,DE,Active,,28,6,98,South Carolina,4038849,,68356887-b59e-4210-9726-828ea7f83928
6869,Adam Trautman,DEN,TE,Active,,29,6,82,Dayton,3911853,,4e14183b-f974-4745-9d7f-8f5eb2a92a7d
6872,Kyle Dugger,CIN,DB,Active,,30,6,29,Lenoir-Rhyne,4401811,,1d8d5c04-15e7-4346-9d1f-f128e4df3adb
6875,John Simpson,BAL,G,Active,,29,6,74,Clemson,4035479,,55fe8587-9190-4ad9-8517-fcb330341ed3
6876,A.J. Green,MIA,CB,Active,,28,6,24,Oklahoma State,4038437,,07dbf3ec-0d6b-42f1-a2e8-7dd437339417
6881,Matt Hennessy,DAL,OL,Inactive,IR,28,6,72,Temple,4044138,,c498bd15-f54b-4371-ab38-549b1c6d9201
6882,Darnay Holmes,ATL,CB,Active,,28,6,30,UCLA,4242973,,8e19d167-cee8-4048-8f28-d476b11ec330
6887,Larrell Murchison,LAR,DT,Active,,29,6,52,North Carolina State,4240123,,ff0950aa-357f-47b4-b4dd-d4374413ffc1
6888,Antoine Winfield,TB,DB,Active,,28,6,31,Minnesota,4034790,,27732f2b-2009-4954-a0a0-d29f5ce1abdf
6889,Colton McKivitz,SF,OL,Active,,30,6,68,West Virginia,3916075,,1a7caa50-2fa5-4651-85d6-05cda9d9b3b3
6893,Robert Windsor,IND,DT,Active,,25,2,93,Penn State,3929658,,e26bb68a-8987-40b6-a2d1-af013a13306a
6896,Amik Robertson,WAS,CB,Active,,28,6,2,Louisiana Tech,4239694,,23525664-b547-413b-9221-b09091b90edf
6899,Terence Steele,DAL,T,Active,,29,6,78,Texas Tech,3915834,,9b1a3246-4f3b-47f7-9bf8-a33d6e454723
6900,Jonathan Greenard,PHI,DE,Active,PUP,29,6,52,Florida,3916409,,bc69c92c-58ff-44b2-a18b-07a08ee78dc6
6901,Joshua Metellus,MIN,DB,Active,,28,6,44,Michigan,4046537,,e135eaa4-1688-487a-a924-4d83b16977df
6903,Lloyd Cushenberry,BUF,C,Active,,28,6,53,LSU,4035448,,8753f2f2-16df-41c8-b25d-c93ada64d78c
6904,Jalen Hurts,PHI,QB,Active,,28,6,1,Oklahoma,4040715,,64bd0f02-6a5d-407e-98f1-fd02048ea21d
6905,Matt Peart,DEN,T,Active,,29,6,79,UConn,3921936,,ba5805bd-c67e-47d8-8d47-c8440a268cd4
6911,Brandon Jones,DEN,DB,Active,,28,6,22,Texas,4039059,,f0c60c6e-513b-40df-9794-d555ed59202f
6918,Salvon Ahmed,CHI,RB,Active,,27,6,36,Washington,4243315,,0dbbd211-0372-4751-9751-e4df4ab1f8eb
6920,Isaiah Hodgins,NYG,WR,Active,,27,6,89,Oregon State,4242540,,1d1c217b-6407-40d7-aebb-ba95fa05d127
6921,Josh Uche,MIA,LB,Active,,27,6,9,Michigan,4046528,,8738c2cc-4ac6-4288-922d-ce4590d9af42
6922,Ezra Cleveland,JAX,G,Active,,28,6,76,Boise State,4048231,,c410eacd-2692-41cd-97c4-4d7a0eaf1dd5
6923,Geno Stone,BUF,DB,Active,,27,6,25,Iowa,4240575,,95f3b8ac-e10f-4f0d-8650-b464b37ded86
6927,Quez Watkins,PHI,WR,Active,,28,6,86,Southern Miss,4050373,,ca85137c-205c-458e-8b77-8457849f614c
6928,Kindle Vildor,NE,DB,Active,,28,6,28,Georgia Southern,4036651,,e1072f9a-86f7-4d01-89a6-33fe0186f232
6931,DeeJay Dallas,JAX,RB,Active,,27,6,20,Miami (FL),4240631,,48ef5bfa-7b91-4ed1-ad12-e94c0bc101c2
6934,Ben Bredeson,TB,G,Active,,28,6,68,Michigan,4046551,,ab3ce81f-6625-45d3-aa6d-79f95ae4f503
6941,Troy Dye,LAC,LB,Active,,29,6,43,Oregon,4038946,,f070d4ef-1904-47f2-87d3-b9e2788789ed
6942,Jack Driscoll,PIT,T,Active,,29,6,68,Auburn,3932668,,83657965-d1b5-4317-84bf-f9e471629993
6946,Myles Bryant,CLE,DB,Active,,28,6,27,Washington,4039010,,7a51270b-cbdf-451e-a9e7-0f0b23435dd0
6947,K'Von Wallace,BAL,DB,Active,,29,6,26,Clemson,4035463,,789af1aa-253e-4fda-a93b-cef346bd91b3
6948,Leki Fotu,NYG,DT,Active,,27,6,98,Utah,4035666,,2040899a-0b04-4de7-900b-f9e6861c6150
6949,Jordyn Brooks,MIA,LB,Active,Questionable,28,6,20,Texas Tech,4043130,,ef422c88-b74f-4720-a831-947010c44ebe
6950,Braden Mann,PHI,P,Active,,28,6,10,Texas A&M,4035239,,85eaaf9f-59cf-4150-943c-c1abdaa78eb1
6952,Jonah Jackson,CHI,G,Active,,29,6,73,Ohio State,3930040,,cc1cc1ef-551b-444e-be5b-1eeb5c3a4177
6958,Mike Danna,BUF,DE,Active,,28,6,51,Michigan,3915487,,9e9d2934-a273-4e39-a413-d991d083297b
6960,Tyler Johnson,DAL,WR,Active,,27,6,15,Minnesota,2310331,,93c17735-5275-45cf-b3ef-620351c62313
6963,Patrick Taylor,SF,RB,Inactive,IR,28,6,32,Memphis,4039358,,ef87e355-8e0c-40ed-a85d-bca4896d4f1e
6964,Sean McKeon,IND,TE,Inactive,Questionable,28,6,49,Michigan,4036275,,0f369885-8ecd-4ca0-a3dc-df8530a0db6e
6965,Jonathan Garvin,CHI,LB,Inactive,IR,27,6,57,Miami (FL),4240655,,586bc34d-f368-4d82-96b1-816d08fa2837
6972,DaVon Hamilton,JAX,DT,Active,,29,6,52,Ohio State,3915520,,a94f0507-44b0-4fb5-9e8c-fd21157ec1a6
